2.939,2.9423,2.9455,2.9487,2.9518,2.9548,2.9578,2.9607,2.9636,2.9664,2.9691,2.9718,2.9744,2.977,2.9795,2.9819,2.9843,2.9867,2.989,2.9913,2.9935,2.9956,2.9978,2.9998,3.0019,3.0039,3.0058,3.0077,3.0096,3.0115,3.0132,3.015,3.0167,3.0184,3.0201,3.0217,3.0233,3.0248,3.0264,3.0279,3.0293,3.0308,3.0322,3.0335,3.0349,3.0362,3.0375,3.0388,3.04,3.0412,3.0424,3.0436,3.0447,3.0458,3.0469,3.048,3.0491,3.0501,3.0511,3.0521,3.0531,3.054,3.0549,3.0558,3.0567,3.0576,3.0585,3.0593,3.0601,3.0609,3.0617,3.0625,3.0632,3.0639,3.0647,3.0654,3.066,3.0667,3.0674,3.068,3.0686,3.0692,3.0698,3.0704,3.071,3.0715,3.0721,3.0726,3.0731,3.0736,3.0741,3.0746,3.0751,3.0755,3.076,3.0764,3.0768,3.0772,3.0776,3.078,3.0783,3.0787,3.0791,3.0794,3.0797,3.08,3.0803,3.0806,3.0809,3.0812,3.0814,3.0817,3.0819,3.0822,3.0824,3.0826,3.0828,3.083,3.0831,3.0833,3.0835,3.0836,3.0837,3.0838,3.084,3.0841,3.0841,3.0842,3.0842,3.0842,3.0842,3.0841,3.084,3.0838,3.0835,3.0832,3.0827,3.0822,3.0816,3.0809,3.08,3.079,3.078,3.0768,3.0755,3.0738,3.0722,3.0703,3.0683,3.0661,3.0636
2.939,2.9423,2.9455,2.9487,2.9518,2.9548,2.9578,2.9607,2.9636,2.9664,2.9691,2.9718,2.9744,2.977,2.9795,2.9819,2.9843,2.9867,2.989,2.9913,2.9935,2.9956,2.9978,2.9998,3.0019,3.0039,3.0058,3.0077,3.0096,3.0114,3.0132,3.015,3.0167,3.0184,3.0201,3.0217,3.0233,3.0248,3.0264,3.0279,3.0293,3.0308,3.0322,3.0335,3.0349,3.0362,3.0375,3.0388,3.04,3.0412,3.0424,3.0436,3.0447,3.0458,3.0469,3.048,3.0491,3.0501,3.0511,3.0521,3.0531,3.054,3.0549,3.0558,3.0567,3.0576,3.0585,3.0593,3.0601,3.0609,3.0617,3.0625,3.0632,3.0639,3.0647,3.0654,3.066,3.0667,3.0674,3.068,3.0686,3.0692,3.0698,3.0704,3.071,3.0715,3.0721,3.0726,3.0731,3.0736,3.0741,3.0746,3.0751,3.0755,3.076,3.0764,3.0768,3.0772,3.0776,3.078,3.0783,3.0787,3.0791,3.0794,3.0797,3.08,3.0803,3.0806,3.0809,3.0812,3.0814,3.0817,3.0819,3.0822,3.0824,3.0826,3.0828,3.083,3.0831,3.0833,3.0834,3.0836,3.0837,3.0838,3.084,3.0841,3.0841,3.0842,3.0842,3.0842,3.0842,3.0841,3.084,3.0838,3.0835,3.0832,3.0827,3.0822,3.0816,3.0809,3.08,3.0791,3.078,3.0768,3.0754,3.0739,3.0723,3.0704,3.0684,3.0661,3.0637
2.939,2.9423,2.9455,2.9487,2.9518,2.9548,2.9578,2.9607,2.9636,2.9664,2.9691,2.9718,2.9744,2.977,2.9795,2.9819,2.9843,2.9867,2.989,2.9913,2.9935,2.9956,2.9978,2.9998,3.0019,3.0039,3.0058,3.0077,3.0096,3.0114,3.0132,3.015,3.0167,3.0184,3.0201,3.0217,3.0233,3.0248,3.0264,3.0279,3.0293,3.0308,3.0322,3.0335,3.0349,3.0362,3.0375,3.0388,3.04,3.0412,3.0424,3.0436,3.0447,3.0458,3.0469,3.048,3.0491,3.0501,3.0511,3.0521,3.0531,3.054,3.0549,3.0558,3.0567,3.0576,3.0585,3.0593,3.0601,3.0609,3.0617,3.0625,3.0632,3.0639,3.0647,3.0654,3.066,3.0667,3.0674,3.068,3.0686,3.0692,3.0698,3.0704,3.071,3.0715,3.0721,3.0726,3.0731,3.0736,3.0741,3.0746,3.0751,3.0755,3.076,3.0764,3.0768,3.0772,3.0776,3.078,3.0783,3.0787,3.0791,3.0794,3.0797,3.08,3.0803,3.0806,3.0809,3.0812,3.0814,3.0817,3.0819,3.0821,3.0824,3.0826,3.0828,3.083,3.0831,3.0833,3.0834,3.0836,3.0837,3.0838,3.084,3.0841,3.0841,3.0842,3.0842,3.0842,3.0842,3.0841,3.084,3.0838,3.0835,3.0832,3.0827,3.0822,3.0816,3.0809,3.08,3.0791,3.078,3.0768,3.0754,3.0739,3.0723,3.0704,3.0684,3.0661,3.0637
2.939,2.9423,2.9455,2.9487,2.9518,2.9548,2.9578,2.9607,2.9636,2.9664,2.9691,2.9718,2.9744,2.977,2.9795,2.9819,2.9843,2.9867,2.989,2.9913,2.9935,2.9956,2.9978,2.9998,3.0019,3.0039,3.0058,3.0077,3.0096,3.0114,3.0132,3.015,3.0167,3.0184,3.0201,3.0217,3.0233,3.0248,3.0264,3.0279,3.0293,3.0308,3.0322,3.0335,3.0349,3.0362,3.0375,3.0388,3.04,3.0412,3.0424,3.0436,3.0447,3.0458,3.0469,3.048,3.0491,3.0501,3.0511,3.0521,3.0531,3.054,3.0549,3.0558,3.0567,3.0576,3.0584,3.0593,3.0601,3.0609,3.0617,3.0624,3.0632,3.0639,3.0646,3.0653,3.066,3.0667,3.0674,3.068,3.0686,3.0692,3.0698,3.0704,3.071,3.0715,3.0721,3.0726,3.0731,3.0736,3.0741,3.0746,3.075,3.0755,3.0759,3.0764,3.0768,3.0772,3.0776,3.078,3.0783,3.0787,3.079,3.0794,3.0797,3.08,3.0803,3.0806,3.0809,3.0812,3.0814,3.0817,3.0819,3.0821,3.0823,3.0826,3.0828,3.0829,3.0831,3.0833,3.0834,3.0836,3.0837,3.0838,3.0839,3.084,3.0841,3.0842,3.0842,3.0842,3.0842,3.0841,3.0839,3.0838,3.0835,3.0832,3.0827,3.0822,3.0815,3.0809,3.08,3.0791,3.078,3.0768,3.0754,3.0739,3.0722,3.0704,3.0684,3.0661,3.0637
2.939,2.9423,2.9455,2.9487,2.9518,2.9548,2.9578,2.9607,2.9636,2.9664,2.9691,2.9718,2.9744,2.977,2.9795,2.9819,2.9843,2.9867,2.989,2.9913,2.9935,2.9956,2.9978,2.9998,3.0019,3.0039,3.0058,3.0077,3.0096,3.0114,3.0132,3.015,3.0167,3.0184,3.0201,3.0217,3.0233,3.0248,3.0264,3.0278,3.0293,3.0307,3.0321,3.0335,3.0349,3.0362,3.0375,3.0387,3.04,3.0412,3.0424,3.0436,3.0447,3.0458,3.0469,3.048,3.049,3.0501,3.0511,3.0521,3.053,3.054,3.0549,3.0558,3.0567,3.0576,3.0584,3.0593,3.0601,3.0609,3.0616,3.0624,3.0632,3.0639,3.0646,3.0653,3.066,3.0667,3.0673,3.068,3.0686,3.0692,3.0698,3.0704,3.0709,3.0715,3.072,3.0726,3.0731,3.0736,3.0741,3.0745,3.075,3.0755,3.0759,3.0763,3.0767,3.0771,3.0775,3.0779,3.0783,3.0786,3.079,3.0793,3.0796,3.08,3.0803,3.0806,3.0808,3.0811,3.0814,3.0816,3.0818,3.0821,3.0823,3.0825,3.0827,3.0829,3.083,3.0832,3.0834,3.0835,3.0836,3.0838,3.0839,3.084,3.0841,3.0841,3.0842,3.0842,3.0841,3.084,3.0839,3.0837,3.0834,3.083,3.0826,3.0821,3.0815,3.0807,3.0799,3.079,3.0779,3.0767,3.0753,3.0738,3.0721,3.0703,3.0682,3.066,3.0636
2.9389,2.9423,2.9455,2.9487,2.9518,2.9548,2.9578,2.9607,2.9636,2.9663,2.9691,2.9718,2.9744,2.9769,2.9794,2.9819,2.9843,2.9867,2.989,2.9912,2.9934,2.9956,2.9977,2.9998,3.0018,3.0038,3.0058,3.0077,3.0095,3.0114,3.0132,3.0149,3.0166,3.0183,3.02,3.0216,3.0232,3.0247,3.0263,3.0278,3.0292,3.0306,3.032,3.0334,3.0348,3.0361,3.0374,3.0386,3.0399,3.0411,3.0423,3.0434,3.0446,3.0457,3.0468,3.0478,3.0489,3.0499,3.0509,3.0519,3.0528,3.0538,3.0547,3.0556,3.0565,3.0574,3.0582,3.059,3.0599,3.0606,3.0614,3.0622,3.0629,3.0637,3.0644,3.0651,3.0657,3.0664,3.0671,3.0677,3.0683,3.0689,3.0695,3.0701,3.0706,3.0712,3.0717,3.0723,3.0728,3.0733,3.0737,3.0742,3.0747,3.0751,3.0756,3.076,3.0764,3.0768,3.0772,3.0776,3.0779,3.0783,3.0786,3.0789,3.0793,3.0796,3.0799,3.0802,3.0804,3.0807,3.081,3.0812,3.0814,3.0817,3.0819,3.0821,3.0823,3.0824,3.0826,3.0828,3.0829,3.0831,3.0832,3.0833,3.0834,3.0835,3.0836,3.0837,3.0837,3.0837,3.0836,3.0835,3.0834,3.0832,3.0829,3.0826,3.0821,3.0816,3.081,3.0803,3.0795,3.0785,3.0774,3.0762,3.0748,3.0733,3.0716,3.0698,3.0678,3.0655,3.0631
2.9389,2.9422,2.9455,2.9486,2.9518,2.9548,2.9578,2.9607,2.9635,2.9663,2.969,2.9717,2.9743,2.9769,2.9794,2.9818,2.9842,2.9865,2.9888,2.9911,2.9933,2.9955,2.9976,2.9996,3.0017,3.0036,3.0056,3.0075,3.0093,3.0112,3.0129,3.0147,3.0164,3.0181,3.0197,3.0213,3.0229,3.0244,3.0259,3.0274,3.0289,3.0303,3.0317,3.033,3.0343,3.0357,3.0369,3.0382,3.0394,3.0406,3.0418,3.0429,3.044,3.0451,3.0462,3.0473,3.0483,3.0493,3.0503,3.0513,3.0522,3.0531,3.054,3.0549,3.0558,3.0566,3.0575,3.0583,3.0591,3.0599,3.0606,3.0614,3.0621,3.0628,3.0635,3.0642,3.0648,3.0655,3.0661,3.0667,3.0673,3.0679,3.0685,3.0691,3.0696,3.0701,3.0707,3.0712,3.0717,3.0721,3.0726,3.0731,3.0735,3.0739,3.0744,3.0748,3.0752,3.0755,3.0759,3.0763,3.0766,3.077,3.0773,3.0776,3.0779,3.0782,3.0785,3.0788,3.079,3.0793,3.0795,3.0797,3.08,3.0802,3.0804,3.0806,3.0807,3.0809,3.0811,3.0812,3.0813,3.0815,3.0816,3.0817,3.0818,3.0819,3.0819,3.082,3.082,3.082,3.0819,3.0818,3.0817,3.0815,3.0812,3.0808,3.0804,3.0798,3.0792,3.0785,3.0777,3.0767,3.0756,3.0744,3.073,3.0715,3.0698,3.0679,3.0658,3.0637,3.0613
2.9389,2.9422,2.9454,2.9486,2.9517,2.9547,2.9577,2.9606,2.9634,2.9662,2.9689,2.9716,2.9742,2.9767,2.9792,2.9816,2.984,2.9864,2.9887,2.9909,2.9931,2.9952,2.9973,2.9994,3.0014,3.0033,3.0053,3.0071,3.009,3.0108,3.0126,3.0143,3.016,3.0176,3.0193,3.0208,3.0224,3.0239,3.0254,3.0269,3.0283,3.0297,3.031,3.0324,3.0337,3.035,3.0362,3.0374,3.0386,3.0398,3.041,3.0421,3.0432,3.0443,3.0453,3.0463,3.0473,3.0483,3.0493,3.0502,3.0511,3.052,3.0529,3.0538,3.0546,3.0555,3.0563,3.057,3.0578,3.0586,3.0593,3.06,3.0607,3.0614,3.0621,3.0627,3.0633,3.064,3.0646,3.0652,3.0657,3.0663,3.0668,3.0674,3.0679,3.0684,3.0689,3.0694,3.0698,3.0703,3.0707,3.0712,3.0716,3.072,3.0724,3.0728,3.0731,3.0735,3.0738,3.0742,3.0745,3.0748,3.0751,3.0754,3.0757,3.0759,3.0762,3.0764,3.0767,3.0769,3.0771,3.0773,3.0775,3.0777,3.0779,3.078,3.0782,3.0783,3.0785,3.0786,3.0787,3.0788,3.0789,3.079,3.0791,3.0792,3.0792,3.0792,3.0792,3.0792,3.0791,3.079,3.0788,3.0786,3.0783,3.0779,3.0774,3.0769,3.0763,3.0756,3.0746,3.0737,3.0726,3.0713,3.0699,3.0684,3.0667,3.0648,3.0627,3.0606,3.0581
2.9389,2.9422,2.9454,2.9485,2.9516,2.9546,2.9576,2.9605,2.9633,2.9661,2.9688,2.9714,2.974,2.9765,2.979,2.9814,2.9838,2.9861,2.9884,2.9906,2.9928,2.9949,2.997,2.999,3.001,3.0029,3.0048,3.0067,3.0085,3.0103,3.012,3.0137,3.0154,3.017,3.0186,3.0202,3.0217,3.0232,3.0246,3.0261,3.0275,3.0288,3.0302,3.0315,3.0327,3.034,3.0352,3.0364,3.0376,3.0387,3.0398,3.0409,3.042,3.043,3.044,3.045,3.046,3.0469,3.0479,3.0488,3.0497,3.0505,3.0514,3.0522,3.053,3.0538,3.0545,3.0553,3.056,3.0567,3.0574,3.0581,3.0588,3.0594,3.06,3.0607,3.0612,3.0618,3.0624,3.0629,3.0635,3.064,3.0645,3.065,3.0655,3.066,3.0664,3.0669,3.0673,3.0677,3.0681,3.0685,3.0689,3.0692,3.0696,3.0699,3.0703,3.0706,3.0709,3.0712,3.0715,3.0717,3.072,3.0723,3.0725,3.0727,3.073,3.0732,3.0734,3.0736,3.0738,3.0739,3.0741,3.0742,3.0744,3.0745,3.0746,3.0748,3.0749,3.075,3.075,3.0751,3.0752,3.0752,3.0753,3.0753,3.0754,3.0754,3.0753,3.0753,3.0752,3.075,3.0748,3.0746,3.0742,3.0739,3.0734,3.0728,3.0721,3.0714,3.0705,3.0695,3.0684,3.0671,3.0656,3.0641,3.0623,3.0605,3.0584,3.0562,3.0537
2.9388,2.9421,2.9453,2.9485,2.9515,2.9545,2.9575,2.9604,2.9632,2.9659,2.9686,2.9712,2.9738,2.9763,2.9788,2.9812,2.9835,2.9858,2.988,2.9902,2.9924,2.9945,2.9965,2.9985,3.0005,3.0024,3.0043,3.0061,3.0079,3.0096,3.0113,3.013,3.0146,3.0162,3.0178,3.0193,3.0208,3.0222,3.0237,3.0251,3.0264,3.0277,3.029,3.0303,3.0315,3.0327,3.0339,3.0351,3.0362,3.0373,3.0384,3.0394,3.0404,3.0414,3.0424,3.0433,3.0443,3.0452,3.046,3.0469,3.0477,3.0486,3.0493,3.0501,3.0509,3.0516,3.0523,3.053,3.0537,3.0544,3.055,3.0557,3.0563,3.0569,3.0574,3.058,3.0586,3.0591,3.0596,3.0601,3.0606,3.0611,3.0615,3.062,3.0624,3.0628,3.0632,3.0636,3.064,3.0644,3.0647,3.065,3.0654,3.0657,3.066,3.0663,3.0666,3.0668,3.0671,3.0674,3.0676,3.0678,3.068,3.0683,3.0685,3.0686,3.0688,3.069,3.0692,3.0693,3.0694,3.0696,3.0697,3.0698,3.0699,3.07,3.0701,3.0702,3.0702,3.0703,3.0703,3.0704,3.0704,3.0704,3.0704,3.0704,3.0704,3.0704,3.0703,3.0702,3.0701,3.0699,3.0697,3.0694,3.069,3.0686,3.0681,3.0675,3.0668,3.066,3.0652,3.0641,3.0629,3.0617,3.0602,3.0586,3.0569,3.055,3.0529,3.0506,3.0481
