3.0094,3.0122,3.0148,3.0174,3.02,3.0225,3.0249,3.0273,3.0296,3.0318,3.034,3.0362,3.0383,3.0403,3.0423,3.0443,3.0462,3.0481,3.0499,3.0517,3.0534,3.0551,3.0567,3.0583,3.0599,3.0614,3.0629,3.0644,3.0658,3.0672,3.0685,3.0698,3.0711,3.0724,3.0736,3.0748,3.0759,3.077,3.0781,3.0792,3.0803,3.0813,3.0823,3.0832,3.0842,3.0851,3.086,3.0868,3.0877,3.0885,3.0893,3.09,3.0908,3.0915,3.0922,3.0929,3.0936,3.0942,3.0949,3.0955,3.0961,3.0966,3.0972,3.0977,3.0983,3.0988,3.0993,3.0998,3.1002,3.1007,3.1011,3.1015,3.1019,3.1023,3.1027,3.103,3.1034,3.1037,3.1041,3.1044,3.1047,3.105,3.1052,3.1055,3.1058,3.106,3.1062,3.1065,3.1067,3.1069,3.1071,3.1072,3.1074,3.1076,3.1077,3.1079,3.108,3.1082,3.1083,3.1084,3.1085,3.1086,3.1087,3.1088,3.1088,3.1089,3.109,3.109,3.1091,3.1091,3.1091,3.1092,3.1092,3.1092,3.1092,3.1092,3.1092,3.1091,3.1091,3.109,3.109,3.1088,3.1086,3.1084,3.1081,3.1078,3.1074,3.1069,3.1063,3.1057,3.105
3.0094,3.0121,3.0147,3.0173,3.0199,3.0223,3.0247,3.0271,3.0294,3.0316,3.0338,3.0359,3.038,3.04,3.042,3.0439,3.0458,3.0476,3.0494,3.0511,3.0528,3.0545,3.0561,3.0576,3.0592,3.0607,3.0621,3.0635,3.0649,3.0662,3.0675,3.0688,3.07,3.0712,3.0724,3.0735,3.0746,3.0757,3.0768,3.0778,3.0788,3.0797,3.0806,3.0815,3.0824,3.0833,3.0841,3.0849,3.0857,3.0864,3.0872,3.0879,3.0886,3.0892,3.0899,3.0905,3.0911,3.0917,3.0923,3.0928,3.0933,3.0938,3.0943,3.0948,3.0953,3.0957,3.0961,3.0965,3.0969,3.0973,3.0977,3.098,3.0983,3.0987,3.099,3.0993,3.0995,3.0998,3.1001,3.1003,3.1005,3.1007,3.101,3.1011,3.1013,3.1015,3.1017,3.1018,3.102,3.1021,3.1022,3.1023,3.1024,3.1025,3.1026,3.1027,3.1028,3.1028,3.1029,3.1029,3.103,3.103,3.103,3.103,3.1031,3.1031,3.1031,3.103,3.103,3.103,3.103,3.1029,3.1029,3.1028,3.1028,3.1027,3.1027,3.1026,3.1025,3.1024,3.1022,3.102,3.1018,3.1015,3.1012,3.1008,3.1004,3.0998,3.0992,3.0985,3.0977
3.0093,3.012,3.0146,3.0172,3.0197,3.0222,3.0245,3.0269,3.0291,3.0313,3.0335,3.0356,3.0376,3.0396,3.0416,3.0434,3.0453,3.0471,3.0488,3.0505,3.0522,3.0538,3.0553,3.0569,3.0583,3.0598,3.0612,3.0625,3.0639,3.0651,3.0664,3.0676,3.0688,3.0699,3.071,3.0721,3.0731,3.0742,3.0751,3.0761,3.077,3.0779,3.0788,3.0796,3.0804,3.0812,3.082,3.0827,3.0834,3.0841,3.0848,3.0854,3.086,3.0866,3.0872,3.0877,3.0882,3.0888,3.0892,3.0897,3.0902,3.0906,3.091,3.0914,3.0918,3.0921,3.0925,3.0928,3.0931,3.0934,3.0937,3.094,3.0942,3.0944,3.0947,3.0949,3.0951,3.0953,3.0954,3.0956,3.0957,3.0959,3.096,3.0961,3.0962,3.0963,3.0964,3.0965,3.0965,3.0966,3.0966,3.0967,3.0967,3.0967,3.0967,3.0967,3.0967,3.0967,3.0967,3.0966,3.0966,3.0965,3.0965,3.0964,3.0964,3.0963,3.0962,3.0961,3.096,3.096,3.0959,3.0957,3.0956,3.0955,3.0954,3.0953,3.0951,3.095,3.0948,3.0946,3.0944,3.0942,3.0939,3.0936,3.0932,3.0927,3.0922,3.0916,3.091,3.0902,3.0894
3.0092,3.0119,3.0145,3.0171,3.0195,3.022,3.0243,3.0266,3.0289,3.031,3.0331,3.0352,3.0372,3.0392,3.0411,3.0429,3.0447,3.0465,3.0482,3.0498,3.0514,3.053,3.0545,3.0559,3.0574,3.0588,3.0601,3.0614,3.0627,3.0639,3.0651,3.0662,3.0673,3.0684,3.0695,3.0705,3.0715,3.0724,3.0733,3.0742,3.075,3.0759,3.0767,3.0774,3.0781,3.0789,3.0795,3.0802,3.0808,3.0814,3.082,3.0826,3.0831,3.0836,3.0841,3.0845,3.085,3.0854,3.0858,3.0862,3.0865,3.0869,3.0872,3.0875,3.0878,3.0881,3.0883,3.0886,3.0888,3.089,3.0892,3.0894,3.0895,3.0897,3.0898,3.0899,3.09,3.0901,3.0902,3.0903,3.0903,3.0903,3.0904,3.0904,3.0904,3.0904,3.0904,3.0904,3.0904,3.0903,3.0903,3.0902,3.0901,3.0901,3.09,3.0899,3.0898,3.0897,3.0896,3.0895,3.0893,3.0892,3.0891,3.0889,3.0888,3.0886,3.0885,3.0883,3.0881,3.088,3.0878,3.0876,3.0874,3.0872,3.087,3.0868,3.0866,3.0864,3.0862,3.0859,3.0856,3.0853,3.085,3.0846,3.0841,3.0836,3.083,3.0824,3.0817,3.0808,3.0799
3.0091,3.0118,3.0144,3.0169,3.0194,3.0217,3.0241,3.0263,3.0285,3.0307,3.0328,3.0348,3.0368,3.0387,3.0405,3.0423,3.0441,3.0458,3.0474,3.049,3.0506,3.0521,3.0535,3.0549,3.0563,3.0576,3.0589,3.0601,3.0613,3.0625,3.0636,3.0647,3.0657,3.0667,3.0677,3.0687,3.0696,3.0704,3.0712,3.072,3.0728,3.0736,3.0743,3.0749,3.0756,3.0762,3.0768,3.0774,3.0779,3.0784,3.0789,3.0794,3.0798,3.0802,3.0806,3.081,3.0813,3.0817,3.082,3.0822,3.0825,3.0827,3.083,3.0832,3.0834,3.0835,3.0837,3.0838,3.0839,3.084,3.0841,3.0842,3.0843,3.0843,3.0843,3.0843,3.0843,3.0843,3.0843,3.0843,3.0842,3.0842,3.0841,3.084,3.0839,3.0838,3.0837,3.0836,3.0834,3.0833,3.0831,3.083,3.0828,3.0827,3.0825,3.0823,3.0821,3.0819,3.0817,3.0815,3.0812,3.081,3.0808,3.0806,3.0803,3.0801,3.0798,3.0796,3.0793,3.079,3.0788,3.0785,3.0782,3.0779,3.0777,3.0774,3.0771,3.0768,3.0765,3.0761,3.0758,3.0754,3.075,3.0745,3.074,3.0734,3.0727,3.072,3.0712,3.0703,3.0694
3.009,3.0116,3.0142,3.0167,3.0191,3.0215,3.0238,3.026,3.0282,3.0303,3.0323,3.0343,3.0362,3.0381,3.0399,3.0417,3.0434,3.045,3.0466,3.0481,3.0496,3.0511,3.0525,3.0538,3.0551,3.0564,3.0576,3.0587,3.0599,3.0609,3.062,3.063,3.064,3.0649,3.0658,3.0666,3.0674,3.0682,3.069,3.0697,3.0704,3.071,3.0716,3.0722,3.0728,3.0733,3.0738,3.0742,3.0747,3.0751,3.0755,3.0758,3.0762,3.0765,3.0768,3.077,3.0773,3.0775,3.0777,3.0779,3.078,3.0781,3.0783,3.0784,3.0784,3.0785,3.0785,3.0785,3.0786,3.0785,3.0785,3.0785,3.0784,3.0783,3.0783,3.0782,3.078,3.0779,3.0778,3.0776,3.0775,3.0773,3.0771,3.0769,3.0767,3.0765,3.0763,3.076,3.0758,3.0755,3.0753,3.075,3.0747,3.0744,3.0741,3.0739,3.0735,3.0732,3.0729,3.0726,3.0723,3.0719,3.0716,3.0713,3.0709,3.0706,3.0702,3.0699,3.0695,3.0691,3.0688,3.0684,3.068,3.0677,3.0673,3.0669,3.0665,3.0662,3.0658,3.0654,3.0649,3.0644,3.0639,3.0634,3.0627,3.0621,3.0614,3.0606,3.0597,3.0588,3.0577
3.0089,3.0115,3.014,3.0165,3.0189,3.0212,3.0235,3.0257,3.0278,3.0299,3.0319,3.0338,3.0357,3.0375,3.0392,3.0409,3.0426,3.0442,3.0457,3.0472,3.0486,3.05,3.0513,3.0526,3.0538,3.055,3.0561,3.0572,3.0582,3.0592,3.0602,3.0611,3.062,3.0628,3.0636,3.0644,3.0651,3.0658,3.0664,3.0671,3.0676,3.0682,3.0687,3.0692,3.0696,3.07,3.0704,3.0708,3.0711,3.0714,3.0717,3.0719,3.0722,3.0724,3.0725,3.0727,3.0728,3.0729,3.073,3.073,3.0731,3.0731,3.0731,3.0731,3.073,3.0729,3.0729,3.0728,3.0726,3.0725,3.0724,3.0722,3.072,3.0718,3.0716,3.0714,3.0711,3.0709,3.0706,3.0703,3.07,3.0697,3.0694,3.0691,3.0688,3.0684,3.0681,3.0677,3.0674,3.067,3.0666,3.0662,3.0658,3.0654,3.065,3.0646,3.0642,3.0637,3.0633,3.0629,3.0624,3.062,3.0615,3.0611,3.0606,3.0602,3.0597,3.0593,3.0588,3.0583,3.0579,3.0574,3.0569,3.0564,3.056,3.0555,3.055,3.0545,3.054,3.0535,3.053,3.0524,3.0518,3.0512,3.0505,3.0497,3.049,3.0481,3.0471,3.046,3.0449
3.0087,3.0113,3.0139,3.0163,3.0187,3.0209,3.0232,3.0253,3.0274,3.0294,3.0314,3.0332,3.0351,3.0368,3.0385,3.0401,3.0417,3.0432,3.0447,3.0461,3.0475,3.0488,3.05,3.0512,3.0524,3.0534,3.0545,3.0555,3.0565,3.0574,3.0582,3.0591,3.0598,3.0606,3.0613,3.0619,3.0626,3.0631,3.0637,3.0642,3.0647,3.0651,3.0655,3.0659,3.0662,3.0665,3.0668,3.067,3.0672,3.0674,3.0676,3.0677,3.0678,3.0679,3.0679,3.0679,3.0679,3.0679,3.0678,3.0678,3.0677,3.0676,3.0674,3.0673,3.0671,3.0669,3.0667,3.0664,3.0662,3.0659,3.0656,3.0653,3.065,3.0647,3.0643,3.064,3.0636,3.0632,3.0628,3.0624,3.062,3.0615,3.0611,3.0606,3.0602,3.0597,3.0592,3.0587,3.0582,3.0577,3.0572,3.0567,3.0561,3.0556,3.0551,3.0545,3.054,3.0534,3.0529,3.0523,3.0517,3.0512,3.0506,3.05,3.0494,3.0489,3.0483,3.0477,3.0471,3.0465,3.046,3.0454,3.0448,3.0442,3.0436,3.0431,3.0425,3.0419,3.0413,3.0407,3.0401,3.0394,3.0387,3.038,3.0372,3.0363,3.0354,3.0345,3.0334,3.0323,3.0311
3.0086,3.0112,3.0136,3.016,3.0184,3.0206,3.0228,3.0249,3.0269,3.0289,3.0308,3.0326,3.0344,3.0361,3.0377,3.0393,3.0408,3.0422,3.0436,3.045,3.0462,3.0474,3.0486,3.0497,3.0508,3.0518,3.0528,3.0537,3.0545,3.0553,3.0561,3.0568,3.0575,3.0581,3.0587,3.0593,3.0598,3.0603,3.0607,3.0611,3.0614,3.0617,3.062,3.0623,3.0625,3.0627,3.0628,3.0629,3.063,3.0631,3.0631,3.0631,3.063,3.063,3.0629,3.0628,3.0626,3.0625,3.0623,3.0621,3.0618,3.0616,3.0613,3.061,3.0607,3.0603,3.06,3.0596,3.0592,3.0588,3.0583,3.0579,3.0574,3.0569,3.0564,3.0559,3.0554,3.0549,3.0543,3.0538,3.0532,3.0526,3.052,3.0514,3.0508,3.0502,3.0496,3.0489,3.0483,3.0477,3.047,3.0463,3.0457,3.045,3.0443,3.0436,3.0429,3.0423,3.0416,3.0409,3.0402,3.0395,3.0388,3.0381,3.0374,3.0366,3.0359,3.0352,3.0345,3.0338,3.0331,3.0324,3.0317,3.031,3.0303,3.0296,3.0289,3.0282,3.0275,3.0268,3.0261,3.0253,3.0245,3.0237,3.0228,3.0219,3.0208,3.0198,3.0187,3.0174,3.0162
3.0084,3.011,3.0134,3.0158,3.0181,3.0203,3.0224,3.0245,3.0264,3.0284,3.0302,3.032,3.0336,3.0353,3.0368,3.0383,3.0398,3.0411,3.0425,3.0437,3.0449,3.046,3.0471,3.0481,3.0491,3.05,3.0509,3.0517,3.0524,3.0531,3.0538,3.0544,3.055,3.0555,3.056,3.0564,3.0568,3.0571,3.0574,3.0577,3.0579,3.0581,3.0583,3.0584,3.0585,3.0585,3.0585,3.0585,3.0584,3.0584,3.0582,3.0581,3.0579,3.0577,3.0575,3.0572,3.0569,3.0566,3.0563,3.0559,3.0555,3.0551,3.0547,3.0542,3.0537,3.0532,3.0527,3.0522,3.0516,3.0511,3.0505,3.0499,3.0492,3.0486,3.048,3.0473,3.0466,3.0459,3.0452,3.0445,3.0438,3.043,3.0423,3.0415,3.0408,3.04,3.0392,3.0384,3.0376,3.0368,3.036,3.0352,3.0344,3.0336,3.0327,3.0319,3.0311,3.0302,3.0294,3.0286,3.0277,3.0269,3.026,3.0252,3.0244,3.0235,3.0227,3.0218,3.021,3.0202,3.0193,3.0185,3.0177,3.0169,3.016,3.0152,3.0144,3.0136,3.0128,3.0119,3.0111,3.0102,3.0093,3.0084,3.0074,3.0063,3.0052,3.0041,3.0029,3.0015,3.0001
3.0083,3.0108,3.0132,3.0155,3.0178,3.0199,3.022,3.024,3.0259,3.0278,3.0295,3.0312,3.0329,3.0344,3.0359,3.0373,3.0387,3.04,3.0412,3.0424,3.0435,3.0445,3.0455,3.0464,3.0473,3.0481,3.0488,3.0495,3.0502,3.0508,3.0513,3.0518,3.0522,3.0526,3.053,3.0533,3.0536,3.0538,3.054,3.0541,3.0542,3.0542,3.0542,3.0542,3.0541,3.054,3.0539,3.0537,3.0535,3.0533,3.053,3.0527,3.0524,3.052,3.0516,3.0512,3.0508,3.0503,3.0498,3.0493,3.0487,3.0481,3.0475,3.0469,3.0463,3.0456,3.0449,3.0442,3.0435,3.0428,3.042,3.0412,3.0405,3.0397,3.0388,3.038,3.0372,3.0363,3.0354,3.0345,3.0337,3.0328,3.0318,3.0309,3.03,3.0291,3.0281,3.0272,3.0262,3.0252,3.0243,3.0233,3.0223,3.0213,3.0203,3.0194,3.0184,3.0174,3.0164,3.0154,3.0144,3.0134,3.0124,3.0114,3.0105,3.0095,3.0085,3.0075,3.0065,3.0056,3.0046,3.0036,3.0027,3.0017,3.0008,2.9998,2.9989,2.998,2.997,2.9961,2.9951,2.9941,2.9931,2.992,2.9909,2.9898,2.9886,2.9873,2.986,2.9846,2.983
