3.0096,3.0124,3.0151,3.0177,3.0203,3.0229,3.0254,3.0278,3.0302,3.0325,3.0348,3.037,3.0392,3.0413,3.0434,3.0454,3.0474,3.0493,3.0513,3.0531,3.055,3.0567,3.0585,3.0602,3.0619,3.0635,3.0651,3.0667,3.0683,3.0698,3.0712,3.0727,3.0741,3.0755,3.0768,3.0782,3.0795,3.0807,3.082,3.0832,3.0844,3.0856,3.0867,3.0878,3.0889,3.09,3.091,3.0921,3.0931,3.0941,3.095,3.096,3.0969,3.0978,3.0987,3.0996,3.1004,3.1012,3.102,3.1028,3.1036,3.1044,3.1051,3.1059,3.1066,3.1073,3.108,3.1086,3.1093,3.1099,3.1106,3.1112,3.1118,3.1123,3.1129,3.1135,3.114,3.1146,3.1151,3.1156,3.1161,3.1166,3.117,3.1175,3.118,3.1184,3.1188,3.1192,3.1197,3.1201,3.1204,3.1208,3.1212,3.1215,3.1219,3.1222,3.1226,3.1229,3.1232,3.1235,3.1238,3.1241,3.1243,3.1246,3.1248,3.1251,3.1253,3.1255,3.1258,3.126,3.1262,3.1264,3.1266,3.1267,3.1269,3.1271,3.1272,3.1273,3.1275,3.1275,3.1276,3.1276,3.1276,3.1275,3.1274,3.1272,3.1269,3.1266,3.1261,3.1256,3.125
3.0096,3.0124,3.0151,3.0177,3.0203,3.0229,3.0254,3.0278,3.0302,3.0325,3.0348,3.037,3.0392,3.0413,3.0434,3.0454,3.0474,3.0493,3.0513,3.0531,3.055,3.0567,3.0585,3.0602,3.0619,3.0635,3.0651,3.0667,3.0683,3.0698,3.0712,3.0727,3.0741,3.0755,3.0768,3.0782,3.0795,3.0807,3.082,3.0832,3.0844,3.0856,3.0867,3.0878,3.0889,3.09,3.091,3.0921,3.0931,3.0941,3.095,3.096,3.0969,3.0978,3.0987,3.0996,3.1004,3.1012,3.102,3.1028,3.1036,3.1044,3.1051,3.1059,3.1066,3.1073,3.108,3.1086,3.1093,3.1099,3.1106,3.1112,3.1118,3.1123,3.1129,3.1135,3.114,3.1146,3.1151,3.1156,3.1161,3.1166,3.117,3.1175,3.118,3.1184,3.1188,3.1192,3.1197,3.1201,3.1204,3.1208,3.1212,3.1215,3.1219,3.1222,3.1226,3.1229,3.1232,3.1235,3.1238,3.1241,3.1243,3.1246,3.1248,3.1251,3.1253,3.1255,3.1258,3.126,3.1262,3.1264,3.1266,3.1267,3.1269,3.1271,3.1272,3.1273,3.1274,3.1275,3.1276,3.1276,3.1276,3.1275,3.1274,3.1272,3.1269,3.1266,3.1261,3.1256,3.125
3.0096,3.0124,3.0151,3.0177,3.0203,3.0229,3.0254,3.0278,3.0302,3.0325,3.0348,3.037,3.0392,3.0413,3.0434,3.0454,3.0474,3.0493,3.0513,3.0531,3.055,3.0567,3.0585,3.0602,3.0619,3.0635,3.0651,3.0667,3.0682,3.0698,3.0712,3.0727,3.0741,3.0755,3.0768,3.0782,3.0795,3.0807,3.082,3.0832,3.0844,3.0856,3.0867,3.0878,3.0889,3.09,3.091,3.0921,3.0931,3.0941,3.095,3.096,3.0969,3.0978,3.0987,3.0996,3.1004,3.1012,3.102,3.1028,3.1036,3.1044,3.1051,3.1059,3.1066,3.1073,3.108,3.1086,3.1093,3.1099,3.1105,3.1112,3.1118,3.1123,3.1129,3.1135,3.114,3.1146,3.1151,3.1156,3.1161,3.1166,3.117,3.1175,3.118,3.1184,3.1188,3.1192,3.1197,3.1201,3.1204,3.1208,3.1212,3.1215,3.1219,3.1222,3.1225,3.1229,3.1232,3.1235,3.1238,3.124,3.1243,3.1246,3.1248,3.1251,3.1253,3.1255,3.1258,3.126,3.1262,3.1264,3.1265,3.1267,3.1269,3.127,3.1272,3.1273,3.1274,3.1275,3.1276,3.1276,3.1276,3.1275,3.1274,3.1272,3.1269,3.1266,3.1261,3.1256,3.125
3.0096,3.0124,3.0151,3.0177,3.0203,3.0229,3.0254,3.0278,3.0302,3.0325,3.0348,3.037,3.0392,3.0413,3.0434,3.0454,3.0474,3.0493,3.0513,3.0531,3.055,3.0567,3.0585,3.0602,3.0619,3.0635,3.0651,3.0667,3.0682,3.0698,3.0712,3.0727,3.0741,3.0755,3.0768,3.0782,3.0795,3.0807,3.082,3.0832,3.0844,3.0855,3.0867,3.0878,3.0889,3.09,3.091,3.0921,3.0931,3.0941,3.095,3.096,3.0969,3.0978,3.0987,3.0995,3.1004,3.1012,3.102,3.1028,3.1036,3.1044,3.1051,3.1059,3.1066,3.1073,3.108,3.1086,3.1093,3.1099,3.1105,3.1112,3.1118,3.1123,3.1129,3.1135,3.114,3.1145,3.1151,3.1156,3.1161,3.1166,3.117,3.1175,3.1179,3.1184,3.1188,3.1192,3.1196,3.12,3.1204,3.1208,3.1212,3.1215,3.1219,3.1222,3.1225,3.1229,3.1232,3.1235,3.1238,3.124,3.1243,3.1246,3.1248,3.1251,3.1253,3.1255,3.1257,3.126,3.1262,3.1263,3.1265,3.1267,3.1269,3.127,3.1272,3.1273,3.1274,3.1275,3.1276,3.1276,3.1276,3.1275,3.1274,3.1271,3.1269,3.1265,3.1261,3.1256,3.125
3.0096,3.0124,3.0151,3.0177,3.0203,3.0229,3.0254,3.0278,3.0302,3.0325,3.0347,3.037,3.0391,3.0413,3.0434,3.0454,3.0474,3.0493,3.0512,3.0531,3.0549,3.0567,3.0585,3.0602,3.0619,3.0635,3.0651,3.0667,3.0682,3.0697,3.0712,3.0727,3.0741,3.0755,3.0768,3.0781,3.0794,3.0807,3.082,3.0832,3.0844,3.0855,3.0867,3.0878,3.0889,3.09,3.091,3.092,3.093,3.094,3.095,3.0959,3.0969,3.0978,3.0987,3.0995,3.1004,3.1012,3.102,3.1028,3.1036,3.1044,3.1051,3.1058,3.1065,3.1072,3.1079,3.1086,3.1092,3.1099,3.1105,3.1111,3.1117,3.1123,3.1129,3.1134,3.114,3.1145,3.115,3.1155,3.116,3.1165,3.117,3.1175,3.1179,3.1183,3.1188,3.1192,3.1196,3.12,3.1204,3.1208,3.1211,3.1215,3.1218,3.1222,3.1225,3.1228,3.1231,3.1234,3.1237,3.124,3.1243,3.1245,3.1248,3.125,3.1252,3.1255,3.1257,3.1259,3.1261,3.1263,3.1265,3.1266,3.1268,3.127,3.1271,3.1273,3.1274,3.1275,3.1275,3.1275,3.1275,3.1274,3.1273,3.1271,3.1268,3.1265,3.126,3.1255,3.1249
3.0096,3.0124,3.0151,3.0177,3.0203,3.0229,3.0253,3.0278,3.0301,3.0325,3.0347,3.037,3.0391,3.0413,3.0433,3.0454,3.0474,3.0493,3.0512,3.0531,3.0549,3.0567,3.0584,3.0602,3.0618,3.0635,3.0651,3.0666,3.0682,3.0697,3.0712,3.0726,3.074,3.0754,3.0767,3.0781,3.0794,3.0806,3.0819,3.0831,3.0843,3.0854,3.0866,3.0877,3.0888,3.0899,3.0909,3.0919,3.0929,3.0939,3.0949,3.0958,3.0967,3.0976,3.0985,3.0994,3.1002,3.101,3.1018,3.1026,3.1034,3.1042,3.1049,3.1056,3.1063,3.107,3.1077,3.1084,3.109,3.1097,3.1103,3.1109,3.1115,3.1121,3.1126,3.1132,3.1137,3.1143,3.1148,3.1153,3.1158,3.1163,3.1167,3.1172,3.1176,3.1181,3.1185,3.1189,3.1193,3.1197,3.1201,3.1204,3.1208,3.1212,3.1215,3.1218,3.1222,3.1225,3.1228,3.1231,3.1233,3.1236,3.1239,3.1241,3.1244,3.1246,3.1249,3.1251,3.1253,3.1255,3.1257,3.1259,3.1261,3.1262,3.1264,3.1266,3.1267,3.1268,3.1269,3.127,3.1271,3.1271,3.1271,3.127,3.1268,3.1267,3.1264,3.126,3.1256,3.1251,3.1244
3.0096,3.0124,3.0151,3.0177,3.0203,3.0228,3.0253,3.0277,3.0301,3.0324,3.0347,3.0369,3.0391,3.0412,3.0433,3.0453,3.0473,3.0492,3.0511,3.053,3.0548,3.0566,3.0583,3.06,3.0617,3.0633,3.0649,3.0665,3.068,3.0695,3.0709,3.0724,3.0738,3.0751,3.0765,3.0778,3.0791,3.0803,3.0816,3.0828,3.0839,3.0851,3.0862,3.0873,3.0884,3.0894,3.0905,3.0915,3.0925,3.0934,3.0944,3.0953,3.0962,3.0971,3.098,3.0988,3.0996,3.1005,3.1013,3.102,3.1028,3.1035,3.1043,3.105,3.1057,3.1063,3.107,3.1076,3.1083,3.1089,3.1095,3.1101,3.1107,3.1112,3.1118,3.1123,3.1128,3.1134,3.1139,3.1143,3.1148,3.1153,3.1157,3.1162,3.1166,3.117,3.1174,3.1178,3.1182,3.1186,3.119,3.1193,3.1197,3.12,3.1203,3.1206,3.1209,3.1212,3.1215,3.1218,3.1221,3.1223,3.1226,3.1228,3.1231,3.1233,3.1235,3.1237,3.1239,3.1241,3.1243,3.1245,3.1246,3.1248,3.1249,3.1251,3.1252,3.1253,3.1254,3.1255,3.1255,3.1255,3.1255,3.1254,3.1252,3.125,3.1248,3.1244,3.124,3.1234,3.1228
3.0096,3.0123,3.015,3.0177,3.0202,3.0228,3.0252,3.0277,3.03,3.0323,3.0346,3.0368,3.0389,3.041,3.0431,3.0451,3.0471,3.049,3.0509,3.0528,3.0546,3.0563,3.0581,3.0597,3.0614,3.063,3.0646,3.0661,3.0676,3.0691,3.0706,3.072,3.0734,3.0747,3.076,3.0773,3.0786,3.0798,3.081,3.0822,3.0834,3.0845,3.0856,3.0867,3.0877,3.0888,3.0898,3.0908,3.0917,3.0927,3.0936,3.0945,3.0954,3.0962,3.0971,3.0979,3.0987,3.0995,3.1003,3.101,3.1017,3.1025,3.1032,3.1038,3.1045,3.1052,3.1058,3.1064,3.107,3.1076,3.1082,3.1088,3.1093,3.1098,3.1104,3.1109,3.1114,3.1119,3.1123,3.1128,3.1132,3.1137,3.1141,3.1145,3.1149,3.1153,3.1157,3.1161,3.1164,3.1168,3.1171,3.1174,3.1178,3.1181,3.1184,3.1186,3.1189,3.1192,3.1195,3.1197,3.12,3.1202,3.1204,3.1206,3.1208,3.121,3.1212,3.1214,3.1216,3.1218,3.1219,3.1221,3.1222,3.1223,3.1225,3.1226,3.1227,3.1228,3.1229,3.1229,3.1229,3.1229,3.1228,3.1228,3.1226,3.1224,3.1221,3.1216,3.1212,3.1206,3.12
3.0095,3.0123,3.015,3.0176,3.0202,3.0227,3.0252,3.0276,3.0299,3.0322,3.0344,3.0366,3.0388,3.0409,3.0429,3.0449,3.0469,3.0488,3.0506,3.0525,3.0543,3.056,3.0577,3.0594,3.061,3.0626,3.0642,3.0657,3.0672,3.0686,3.07,3.0714,3.0728,3.0741,3.0754,3.0767,3.0779,3.0791,3.0803,3.0814,3.0826,3.0837,3.0847,3.0858,3.0868,3.0878,3.0888,3.0897,3.0907,3.0916,3.0925,3.0933,3.0942,3.095,3.0958,3.0966,3.0974,3.0981,3.0989,3.0996,3.1003,3.101,3.1016,3.1023,3.1029,3.1035,3.1041,3.1047,3.1053,3.1058,3.1064,3.1069,3.1074,3.1079,3.1084,3.1088,3.1093,3.1098,3.1102,3.1106,3.111,3.1114,3.1118,3.1122,3.1125,3.1129,3.1132,3.1136,3.1139,3.1142,3.1145,3.1148,3.1151,3.1153,3.1156,3.1159,3.1161,3.1163,3.1166,3.1168,3.117,3.1172,3.1174,3.1176,3.1177,3.1179,3.1181,3.1182,3.1183,3.1185,3.1186,3.1187,3.1188,3.1189,3.119,3.1191,3.1192,3.1193,3.1193,3.1193,3.1193,3.1193,3.1192,3.119,3.1188,3.1186,3.1182,3.1179,3.1174,3.1167,3.1161
3.0095,3.0122,3.0149,3.0175,3.0201,3.0226,3.025,3.0274,3.0298,3.032,3.0343,3.0364,3.0386,3.0406,3.0427,3.0446,3.0466,3.0485,3.0503,3.0521,3.0539,3.0556,3.0573,3.0589,3.0605,3.0621,3.0636,3.0651,3.0665,3.068,3.0694,3.0707,3.072,3.0733,3.0746,3.0758,3.077,3.0782,3.0793,3.0804,3.0815,3.0826,3.0836,3.0846,3.0856,3.0866,3.0875,3.0884,3.0893,3.0902,3.091,3.0919,3.0927,3.0934,3.0942,3.0949,3.0957,3.0964,3.0971,3.0977,3.0984,3.099,3.0996,3.1002,3.1008,3.1014,3.1019,3.1025,3.103,3.1035,3.104,3.1045,3.1049,3.1054,3.1058,3.1062,3.1066,3.107,3.1074,3.1078,3.1082,3.1085,3.1088,3.1092,3.1095,3.1098,3.1101,3.1104,3.1106,3.1109,3.1112,3.1114,3.1116,3.1119,3.1121,3.1123,3.1125,3.1127,3.1128,3.113,3.1132,3.1133,3.1135,3.1136,3.1137,3.1139,3.114,3.1141,3.1142,3.1143,3.1143,3.1144,3.1145,3.1145,3.1146,3.1146,3.1147,3.1147,3.1147,3.1147,3.1146,3.1146,3.1144,3.1142,3.114,3.1137,3.1133,3.1129,3.1124,3.1118,3.111
